label,source,theme,pool,months,included
jkp:accruals:are,JKP,accruals,light,149,False
jkp:accruals:arg,JKP,accruals,light,53,False
jkp:accruals:aus,JKP,accruals,light,422,True
jkp:accruals:aut,JKP,accruals,light,416,True
jkp:accruals:bel,JKP,accruals,light,416,True
jkp:accruals:bgd,JKP,accruals,light,41,False
jkp:accruals:bra,JKP,accruals,light,260,False
jkp:accruals:can,JKP,accruals,light,526,True
jkp:accruals:che,JKP,accruals,light,416,True
jkp:accruals:chl,JKP,accruals,light,385,True
jkp:accruals:chn,JKP,accruals,light,351,False
jkp:accruals:col,JKP,accruals,light,216,False
jkp:accruals:deu,JKP,accruals,light,419,True
jkp:accruals:dnk,JKP,accruals,light,416,True
jkp:accruals:egy,JKP,accruals,light,68,False
jkp:accruals:esp,JKP,accruals,light,404,True
jkp:accruals:fin,JKP,accruals,light,416,True
jkp:accruals:fra,JKP,accruals,light,416,True
jkp:accruals:gbr,JKP,accruals,light,480,True
jkp:accruals:grc,JKP,accruals,light,164,False
jkp:accruals:hkg,JKP,accruals,light,422,True
jkp:accruals:hrv,JKP,accruals,light,9,False
jkp:accruals:idn,JKP,accruals,light,325,False
jkp:accruals:ind,JKP,accruals,light,282,False
jkp:accruals:irl,JKP,accruals,light,228,False
jkp:accruals:isr,JKP,accruals,light,344,False
jkp:accruals:ita,JKP,accruals,light,416,True
jkp:accruals:jpn,JKP,accruals,light,480,True
jkp:accruals:kor,JKP,accruals,light,368,True
jkp:accruals:kwt,JKP,accruals,light,140,False
jkp:accruals:mar,JKP,accruals,light,103,False
jkp:accruals:mex,JKP,accruals,light,392,True
jkp:accruals:mys,JKP,accruals,light,422,True
jkp:accruals:nga,JKP,accruals,light,22,False
jkp:accruals:nld,JKP,accruals,light,416,True
jkp:accruals:nor,JKP,accruals,light,416,True
jkp:accruals:nzl,JKP,accruals,light,392,True
jkp:accruals:pak,JKP,accruals,light,133,False
jkp:accruals:per,JKP,accruals,light,227,False
jkp:accruals:phl,JKP,accruals,light,235,False
jkp:accruals:pol,JKP,accruals,light,241,False
jkp:accruals:prt,JKP,accruals,light,332,False
jkp:accruals:qat,JKP,accruals,light,212,False
jkp:accruals:rus,JKP,accruals,light,270,False
jkp:accruals:sau,JKP,accruals,light,284,False
jkp:accruals:sgp,JKP,accruals,light,422,True
jkp:accruals:svn,JKP,accruals,light,11,False
jkp:accruals:swe,JKP,accruals,light,416,True
jkp:accruals:tha,JKP,accruals,light,325,False
jkp:accruals:tur,JKP,accruals,light,332,False
jkp:accruals:twn,JKP,accruals,light,356,False
jkp:accruals:usa,JKP,accruals,light,960,True
jkp:accruals:vnm,JKP,accruals,light,106,False
jkp:accruals:zaf,JKP,accruals,light,422,True
jkp:accruals:zwe,JKP,accruals,light,13,False
jkp:debt_issuance:are,JKP,debt_issuance,light,243,False
jkp:debt_issuance:arg,JKP,debt_issuance,light,187,False
jkp:debt_issuance:aus,JKP,debt_issuance,light,434,True
jkp:debt_issuance:aut,JKP,debt_issuance,light,416,True
jkp:debt_issuance:bel,JKP,debt_issuance,light,425,True
jkp:debt_issuance:bgd,JKP,debt_issuance,light,48,False
jkp:debt_issuance:bhr,JKP,debt_issuance,light,5,False
jkp:debt_issuance:bra,JKP,debt_issuance,light,268,False
jkp:debt_issuance:can,JKP,debt_issuance,light,526,True
jkp:debt_issuance:che,JKP,debt_issuance,light,419,True
jkp:debt_issuance:chl,JKP,debt_issuance,light,385,True
jkp:debt_issuance:chn,JKP,debt_issuance,light,353,False
jkp:debt_issuance:col,JKP,debt_issuance,light,233,False
jkp:debt_issuance:deu,JKP,debt_issuance,light,428,True
jkp:debt_issuance:dnk,JKP,debt_issuance,light,424,True
jkp:debt_issuance:egy,JKP,debt_issuance,light,106,False
jkp:debt_issuance:esp,JKP,debt_issuance,light,440,True
jkp:debt_issuance:fin,JKP,debt_issuance,light,416,True
jkp:debt_issuance:fra,JKP,debt_issuance,light,428,True
jkp:debt_issuance:gbr,JKP,debt_issuance,light,480,True
jkp:debt_issuance:grc,JKP,debt_issuance,light,164,False
jkp:debt_issuance:hkg,JKP,debt_issuance,light,427,True
jkp:debt_issuance:hrv,JKP,debt_issuance,light,18,False
jkp:debt_issuance:idn,JKP,debt_issuance,light,326,False
jkp:debt_issuance:ind,JKP,debt_issuance,light,293,False
jkp:debt_issuance:irl,JKP,debt_issuance,light,388,True
jkp:debt_issuance:isl,JKP,debt_issuance,light,22,False
jkp:debt_issuance:isr,JKP,debt_issuance,light,356,False
jkp:debt_issuance:ita,JKP,debt_issuance,light,428,True
jkp:debt_issuance:jam,JKP,debt_issuance,light,1,False
jkp:debt_issuance:jor,JKP,debt_issuance,light,15,False
jkp:debt_issuance:jpn,JKP,debt_issuance,light,480,True
jkp:debt_issuance:ken,JKP,debt_issuance,light,8,False
jkp:debt_issuance:kor,JKP,debt_issuance,light,374,True
jkp:debt_issuance:kwt,JKP,debt_issuance,light,284,False
jkp:debt_issuance:lka,JKP,debt_issuance,light,3,False
jkp:debt_issuance:mar,JKP,debt_issuance,light,244,False
jkp:debt_issuance:mex,JKP,debt_issuance,light,392,True
jkp:debt_issuance:mys,JKP,debt_issuance,light,427,True
jkp:debt_issuance:nga,JKP,debt_issuance,light,111,False
jkp:debt_issuance:nld,JKP,debt_issuance,light,428,True
jkp:debt_issuance:nor,JKP,debt_issuance,light,416,True
jkp:debt_issuance:nzl,JKP,debt_issuance,light,392,True
jkp:debt_issuance:omn,JKP,debt_issuance,light,25,False
jkp:debt_issuance:pak,JKP,debt_issuance,light,198,False
jkp:debt_issuance:per,JKP,debt_issuance,light,234,False
jkp:debt_issuance:phl,JKP,debt_issuance,light,251,False
jkp:debt_issuance:pol,JKP,debt_issuance,light,320,False
jkp:debt_issuance:prt,JKP,debt_issuance,light,332,False
jkp:debt_issuance:qat,JKP,debt_issuance,light,248,False
jkp:debt_issuance:rou,JKP,debt_issuance,light,30,False
jkp:debt_issuance:rus,JKP,debt_issuance,light,270,False
jkp:debt_issuance:sau,JKP,debt_issuance,light,290,False
jkp:debt_issuance:sgp,JKP,debt_issuance,light,425,True
jkp:debt_issuance:svn,JKP,debt_issuance,light,12,False
jkp:debt_issuance:swe,JKP,debt_issuance,light,417,True
jkp:debt_issuance:tha,JKP,debt_issuance,light,326,False
jkp:debt_issuance:tto,JKP,debt_issuance,light,25,False
jkp:debt_issuance:tur,JKP,debt_issuance,light,332,False
jkp:debt_issuance:twn,JKP,debt_issuance,light,356,False
jkp:debt_issuance:ukr,JKP,debt_issuance,light,3,False
jkp:debt_issuance:usa,JKP,debt_issuance,light,890,True
jkp:debt_issuance:vnm,JKP,debt_issuance,light,166,False
jkp:debt_issuance:zaf,JKP,debt_issuance,light,434,True
jkp:debt_issuance:zwe,JKP,debt_issuance,light,13,False
jkp:investment:are,JKP,investment,light,251,False
jkp:investment:arg,JKP,investment,light,187,False
jkp:investment:aus,JKP,investment,light,434,True
jkp:investment:aut,JKP,investment,light,420,True
jkp:investment:bel,JKP,investment,light,425,True
jkp:investment:bgd,JKP,investment,light,48,False
jkp:investment:bhr,JKP,investment,light,6,False
jkp:investment:bra,JKP,investment,light,268,False
jkp:investment:can,JKP,investment,light,526,True
jkp:investment:che,JKP,investment,light,420,True
jkp:investment:chl,JKP,investment,light,385,True
jkp:investment:chn,JKP,investment,light,353,False
jkp:investment:col,JKP,investment,light,246,False
jkp:investment:deu,JKP,investment,light,428,True
jkp:investment:dnk,JKP,investment,light,424,True
jkp:investment:egy,JKP,investment,light,106,False
jkp:investment:esp,JKP,investment,light,440,True
jkp:investment:fin,JKP,investment,light,416,True
jkp:investment:fra,JKP,investment,light,428,True
jkp:investment:gbr,JKP,investment,light,480,True
jkp:investment:grc,JKP,investment,light,169,False
jkp:investment:hkg,JKP,investment,light,427,True
jkp:investment:hrv,JKP,investment,light,20,False
jkp:investment:idn,JKP,investment,light,326,False
jkp:investment:ind,JKP,investment,light,388,True
jkp:investment:irl,JKP,investment,light,388,True
jkp:investment:isl,JKP,investment,light,22,False
jkp:investment:isr,JKP,investment,light,356,False
jkp:investment:ita,JKP,investment,light,428,True
jkp:investment:jam,JKP,investment,light,1,False
jkp:investment:jor,JKP,investment,light,16,False
jkp:investment:jpn,JKP,investment,light,480,True
jkp:investment:ken,JKP,investment,light,8,False
jkp:investment:kor,JKP,investment,light,390,True
jkp:investment:kwt,JKP,investment,light,292,False
jkp:investment:lka,JKP,investment,light,3,False
jkp:investment:lux,JKP,investment,light,2,False
jkp:investment:mar,JKP,investment,light,244,False
jkp:investment:mex,JKP,investment,light,419,True
jkp:investment:mys,JKP,investment,light,427,True
jkp:investment:nga,JKP,investment,light,119,False
jkp:investment:nld,JKP,investment,light,428,True
jkp:investment:nor,JKP,investment,light,420,True
jkp:investment:nzl,JKP,investment,light,392,True
jkp:investment:omn,JKP,investment,light,25,False
jkp:investment:pak,JKP,investment,light,198,False
jkp:investment:per,JKP,investment,light,234,False
jkp:investment:phl,JKP,investment,light,251,False
jkp:investment:pol,JKP,investment,light,320,False
jkp:investment:prt,JKP,investment,light,332,False
jkp:investment:qat,JKP,investment,light,248,False
jkp:investment:rou,JKP,investment,light,36,False
jkp:investment:rus,JKP,investment,light,270,False
jkp:investment:sau,JKP,investment,light,290,False
jkp:investment:sgp,JKP,investment,light,425,True
jkp:investment:svn,JKP,investment,light,12,False
jkp:investment:swe,JKP,investment,light,420,True
jkp:investment:tha,JKP,investment,light,326,False
jkp:investment:tto,JKP,investment,light,25,False
jkp:investment:tur,JKP,investment,light,369,True
jkp:investment:twn,JKP,investment,light,395,True
jkp:investment:ukr,JKP,investment,light,3,False
jkp:investment:usa,JKP,investment,light,1140,True
jkp:investment:ven,JKP,investment,light,32,False
jkp:investment:vnm,JKP,investment,light,166,False
jkp:investment:zaf,JKP,investment,light,434,True
jkp:investment:zwe,JKP,investment,light,22,False
jkp:low_leverage:are,JKP,low_leverage,light,252,False
jkp:low_leverage:arg,JKP,low_leverage,light,187,False
jkp:low_leverage:aus,JKP,low_leverage,light,480,True
jkp:low_leverage:aut,JKP,low_leverage,light,428,True
jkp:low_leverage:bel,JKP,low_leverage,light,480,True
jkp:low_leverage:bgd,JKP,low_leverage,light,48,False
jkp:low_leverage:bhr,JKP,low_leverage,light,12,False
jkp:low_leverage:bra,JKP,low_leverage,light,377,True
jkp:low_leverage:can,JKP,low_leverage,light,526,True
jkp:low_leverage:che,JKP,low_leverage,light,480,True
jkp:low_leverage:chl,JKP,low_leverage,light,444,True
jkp:low_leverage:chn,JKP,low_leverage,light,354,False
jkp:low_leverage:col,JKP,low_leverage,light,251,False
jkp:low_leverage:cyp,JKP,low_leverage,light,2,False
jkp:low_leverage:cze,JKP,low_leverage,light,23,False
jkp:low_leverage:deu,JKP,low_leverage,light,480,True
jkp:low_leverage:dnk,JKP,low_leverage,light,480,True
jkp:low_leverage:egy,JKP,low_leverage,light,106,False
jkp:low_leverage:esp,JKP,low_leverage,light,480,True
jkp:low_leverage:fin,JKP,low_leverage,light,468,True
jkp:low_leverage:fra,JKP,low_leverage,light,480,True
jkp:low_leverage:gbr,JKP,low_leverage,light,480,True
jkp:low_leverage:grc,JKP,low_leverage,light,213,False
jkp:low_leverage:hkg,JKP,low_leverage,light,449,True
jkp:low_leverage:hrv,JKP,low_leverage,light,24,False
jkp:low_leverage:hun,JKP,low_leverage,light,5,False
jkp:low_leverage:idn,JKP,low_leverage,light,404,True
jkp:low_leverage:ind,JKP,low_leverage,light,399,True
jkp:low_leverage:irl,JKP,low_leverage,light,434,True
jkp:low_leverage:irn,JKP,low_leverage,light,5,False
jkp:low_leverage:isl,JKP,low_leverage,light,22,False
jkp:low_leverage:isr,JKP,low_leverage,light,371,True
jkp:low_leverage:ita,JKP,low_leverage,light,440,True
jkp:low_leverage:jam,JKP,low_leverage,light,1,False
jkp:low_leverage:jor,JKP,low_leverage,light,17,False
jkp:low_leverage:jpn,JKP,low_leverage,light,480,True
jkp:low_leverage:ken,JKP,low_leverage,light,8,False
jkp:low_leverage:kor,JKP,low_leverage,light,450,True
jkp:low_leverage:kwt,JKP,low_leverage,light,296,False
jkp:low_leverage:lka,JKP,low_leverage,light,3,False
jkp:low_leverage:lux,JKP,low_leverage,light,9,False
jkp:low_leverage:mar,JKP,low_leverage,light,244,False
jkp:low_leverage:mex,JKP,low_leverage,light,440,True
jkp:low_leverage:mys,JKP,low_leverage,light,441,True
jkp:low_leverage:nga,JKP,low_leverage,light,119,False
jkp:low_leverage:nld,JKP,low_leverage,light,480,True
jkp:low_leverage:nor,JKP,low_leverage,light,441,True
jkp:low_leverage:nzl,JKP,low_leverage,light,456,True
jkp:low_leverage:omn,JKP,low_leverage,light,25,False
jkp:low_leverage:pak,JKP,low_leverage,light,212,False
jkp:low_leverage:per,JKP,low_leverage,light,234,False
jkp:low_leverage:phl,JKP,low_leverage,light,251,False
jkp:low_leverage:pol,JKP,low_leverage,light,341,False
jkp:low_leverage:prt,JKP,low_leverage,light,376,True
jkp:low_leverage:qat,JKP,low_leverage,light,259,False
jkp:low_leverage:rou,JKP,low_leverage,light,36,False
jkp:low_leverage:rus,JKP,low_leverage,light,280,False
jkp:low_leverage:sau,JKP,low_leverage,light,290,False
jkp:low_leverage:sgp,JKP,low_leverage,light,437,True
jkp:low_leverage:svn,JKP,low_leverage,light,12,False
jkp:low_leverage:swe,JKP,low_leverage,light,480,True
jkp:low_leverage:tha,JKP,low_leverage,light,450,True
jkp:low_leverage:tto,JKP,low_leverage,light,25,False
jkp:low_leverage:tur,JKP,low_leverage,light,391,True
jkp:low_leverage:twn,JKP,low_leverage,light,455,True
jkp:low_leverage:ukr,JKP,low_leverage,light,22,False
jkp:low_leverage:usa,JKP,low_leverage,light,1199,True
jkp:low_leverage:ven,JKP,low_leverage,light,35,False
jkp:low_leverage:vnm,JKP,low_leverage,light,166,False
jkp:low_leverage:zaf,JKP,low_leverage,light,480,True
jkp:low_leverage:zwe,JKP,low_leverage,light,23,False
jkp:low_risk:are,JKP,low_risk,heavy,249,False
jkp:low_risk:arg,JKP,low_risk,heavy,187,False
jkp:low_risk:aus,JKP,low_risk,heavy,479,True
jkp:low_risk:aut,JKP,low_risk,heavy,448,True
jkp:low_risk:bel,JKP,low_risk,heavy,479,True
jkp:low_risk:bgd,JKP,low_risk,heavy,48,False
jkp:low_risk:bra,JKP,low_risk,heavy,268,False
jkp:low_risk:can,JKP,low_risk,heavy,526,True
jkp:low_risk:che,JKP,low_risk,heavy,479,True
jkp:low_risk:chl,JKP,low_risk,heavy,407,True
jkp:low_risk:chn,JKP,low_risk,heavy,354,False
jkp:low_risk:col,JKP,low_risk,heavy,251,False
jkp:low_risk:cyp,JKP,low_risk,heavy,2,False
jkp:low_risk:cze,JKP,low_risk,heavy,14,False
jkp:low_risk:deu,JKP,low_risk,heavy,479,True
jkp:low_risk:dnk,JKP,low_risk,heavy,476,True
jkp:low_risk:egy,JKP,low_risk,heavy,106,False
jkp:low_risk:esp,JKP,low_risk,heavy,472,True
jkp:low_risk:fin,JKP,low_risk,heavy,462,True
jkp:low_risk:fra,JKP,low_risk,heavy,479,True
jkp:low_risk:gbr,JKP,low_risk,heavy,480,True
jkp:low_risk:grc,JKP,low_risk,heavy,213,False
jkp:low_risk:hkg,JKP,low_risk,heavy,473,True
jkp:low_risk:hrv,JKP,low_risk,heavy,21,False
jkp:low_risk:hun,JKP,low_risk,heavy,2,False
jkp:low_risk:idn,JKP,low_risk,heavy,402,True
jkp:low_risk:ind,JKP,low_risk,heavy,439,True
jkp:low_risk:irl,JKP,low_risk,heavy,393,True
jkp:low_risk:isl,JKP,low_risk,heavy,22,False
jkp:low_risk:isr,JKP,low_risk,heavy,362,True
jkp:low_risk:ita,JKP,low_risk,heavy,479,True
jkp:low_risk:jam,JKP,low_risk,heavy,1,False
jkp:low_risk:jor,JKP,low_risk,heavy,17,False
jkp:low_risk:jpn,JKP,low_risk,heavy,480,True
jkp:low_risk:ken,JKP,low_risk,heavy,8,False
jkp:low_risk:kor,JKP,low_risk,heavy,445,True
jkp:low_risk:kwt,JKP,low_risk,heavy,279,False
jkp:low_risk:lka,JKP,low_risk,heavy,3,False
jkp:low_risk:mar,JKP,low_risk,heavy,240,False
jkp:low_risk:mex,JKP,low_risk,heavy,428,True
jkp:low_risk:mys,JKP,low_risk,heavy,466,True
jkp:low_risk:nga,JKP,low_risk,heavy,118,False
jkp:low_risk:nld,JKP,low_risk,heavy,479,True
jkp:low_risk:nor,JKP,low_risk,heavy,474,True
jkp:low_risk:nzl,JKP,low_risk,heavy,437,True
jkp:low_risk:omn,JKP,low_risk,heavy,25,False
jkp:low_risk:pak,JKP,low_risk,heavy,199,False
jkp:low_risk:per,JKP,low_risk,heavy,234,False
jkp:low_risk:phl,JKP,low_risk,heavy,251,False
jkp:low_risk:pol,JKP,low_risk,heavy,341,False
jkp:low_risk:prt,JKP,low_risk,heavy,373,True
jkp:low_risk:qat,JKP,low_risk,heavy,252,False
jkp:low_risk:rou,JKP,low_risk,heavy,36,False
jkp:low_risk:rus,JKP,low_risk,heavy,280,False
jkp:low_risk:sau,JKP,low_risk,heavy,285,False
jkp:low_risk:sgp,JKP,low_risk,heavy,475,True
jkp:low_risk:svn,JKP,low_risk,heavy,12,False
jkp:low_risk:swe,JKP,low_risk,heavy,479,True
jkp:low_risk:tha,JKP,low_risk,heavy,441,True
jkp:low_risk:tto,JKP,low_risk,heavy,25,False
jkp:low_risk:tur,JKP,low_risk,heavy,394,True
jkp:low_risk:twn,JKP,low_risk,heavy,455,True
jkp:low_risk:ukr,JKP,low_risk,heavy,18,False
jkp:low_risk:usa,JKP,low_risk,heavy,1199,True
jkp:low_risk:ven,JKP,low_risk,heavy,22,False
jkp:low_risk:vnm,JKP,low_risk,heavy,166,False
jkp:low_risk:zaf,JKP,low_risk,heavy,479,True
jkp:low_risk:zwe,JKP,low_risk,heavy,23,False
jkp:momentum:are,JKP,momentum,heavy,268,False
jkp:momentum:arg,JKP,momentum,heavy,187,False
jkp:momentum:aus,JKP,momentum,heavy,477,True
jkp:momentum:aut,JKP,momentum,heavy,461,True
jkp:momentum:bel,JKP,momentum,heavy,477,True
jkp:momentum:bgd,JKP,momentum,heavy,48,False
jkp:momentum:bhr,JKP,momentum,heavy,11,False
jkp:momentum:bra,JKP,momentum,heavy,377,True
jkp:momentum:can,JKP,momentum,heavy,524,True
jkp:momentum:che,JKP,momentum,heavy,477,True
jkp:momentum:chl,JKP,momentum,heavy,441,True
jkp:momentum:chn,JKP,momentum,heavy,354,False
jkp:momentum:col,JKP,momentum,heavy,251,False
jkp:momentum:cyp,JKP,momentum,heavy,2,False
jkp:momentum:cze,JKP,momentum,heavy,21,False
jkp:momentum:deu,JKP,momentum,heavy,477,True
jkp:momentum:dnk,JKP,momentum,heavy,477,True
jkp:momentum:egy,JKP,momentum,heavy,106,False
jkp:momentum:esp,JKP,momentum,heavy,477,True
jkp:momentum:fin,JKP,momentum,heavy,465,True
jkp:momentum:fra,JKP,momentum,heavy,477,True
jkp:momentum:gbr,JKP,momentum,heavy,477,True
jkp:momentum:grc,JKP,momentum,heavy,211,False
jkp:momentum:hkg,JKP,momentum,heavy,477,True
jkp:momentum:hrv,JKP,momentum,heavy,23,False
jkp:momentum:hun,JKP,momentum,heavy,3,False
jkp:momentum:idn,JKP,momentum,heavy,427,True
jkp:momentum:ind,JKP,momentum,heavy,445,True
jkp:momentum:irl,JKP,momentum,heavy,386,True
jkp:momentum:irn,JKP,momentum,heavy,2,False
jkp:momentum:isl,JKP,momentum,heavy,22,False
jkp:momentum:isr,JKP,momentum,heavy,368,True
jkp:momentum:ita,JKP,momentum,heavy,477,True
jkp:momentum:jam,JKP,momentum,heavy,1,False
jkp:momentum:jor,JKP,momentum,heavy,17,False
jkp:momentum:jpn,JKP,momentum,heavy,477,True
jkp:momentum:ken,JKP,momentum,heavy,8,False
jkp:momentum:kor,JKP,momentum,heavy,447,True
jkp:momentum:kwt,JKP,momentum,heavy,295,False
jkp:momentum:lka,JKP,momentum,heavy,3,False
jkp:momentum:lux,JKP,momentum,heavy,6,False
jkp:momentum:mar,JKP,momentum,heavy,244,False
jkp:momentum:mex,JKP,momentum,heavy,439,True
jkp:momentum:mys,JKP,momentum,heavy,466,True
jkp:momentum:nga,JKP,momentum,heavy,118,False
jkp:momentum:nld,JKP,momentum,heavy,477,True
jkp:momentum:nor,JKP,momentum,heavy,477,True
jkp:momentum:nzl,JKP,momentum,heavy,476,True
jkp:momentum:omn,JKP,momentum,heavy,25,False
jkp:momentum:pak,JKP,momentum,heavy,200,False
jkp:momentum:per,JKP,momentum,heavy,234,False
jkp:momentum:phl,JKP,momentum,heavy,251,False
jkp:momentum:pol,JKP,momentum,heavy,339,False
jkp:momentum:prt,JKP,momentum,heavy,373,True
jkp:momentum:qat,JKP,momentum,heavy,257,False
jkp:momentum:rou,JKP,momentum,heavy,34,False
jkp:momentum:rus,JKP,momentum,heavy,280,False
jkp:momentum:sau,JKP,momentum,heavy,288,False
jkp:momentum:sgp,JKP,momentum,heavy,477,True
jkp:momentum:svn,JKP,momentum,heavy,12,False
jkp:momentum:swe,JKP,momentum,heavy,477,True
jkp:momentum:tha,JKP,momentum,heavy,447,True
jkp:momentum:tto,JKP,momentum,heavy,23,False
jkp:momentum:tur,JKP,momentum,heavy,394,True
jkp:momentum:twn,JKP,momentum,heavy,452,True
jkp:momentum:ukr,JKP,momentum,heavy,22,False
jkp:momentum:usa,JKP,momentum,heavy,1197,True
jkp:momentum:ven,JKP,momentum,heavy,34,False
jkp:momentum:vnm,JKP,momentum,heavy,166,False
jkp:momentum:zaf,JKP,momentum,heavy,477,True
jkp:momentum:zwe,JKP,momentum,heavy,23,False
jkp:profit_growth:are,JKP,profit_growth,light,263,False
jkp:profit_growth:arg,JKP,profit_growth,light,187,False
jkp:profit_growth:aus,JKP,profit_growth,light,468,True
jkp:profit_growth:aut,JKP,profit_growth,light,461,True
jkp:profit_growth:bel,JKP,profit_growth,light,468,True
jkp:profit_growth:bgd,JKP,profit_growth,light,48,False
jkp:profit_growth:bhr,JKP,profit_growth,light,12,False
jkp:profit_growth:bra,JKP,profit_growth,light,376,True
jkp:profit_growth:can,JKP,profit_growth,light,526,True
jkp:profit_growth:che,JKP,profit_growth,light,468,True
jkp:profit_growth:chl,JKP,profit_growth,light,432,True
jkp:profit_growth:chn,JKP,profit_growth,light,354,False
jkp:profit_growth:col,JKP,profit_growth,light,251,False
jkp:profit_growth:cyp,JKP,profit_growth,light,2,False
jkp:profit_growth:cze,JKP,profit_growth,light,11,False
jkp:profit_growth:deu,JKP,profit_growth,light,468,True
jkp:profit_growth:dnk,JKP,profit_growth,light,468,True
jkp:profit_growth:egy,JKP,profit_growth,light,106,False
jkp:profit_growth:esp,JKP,profit_growth,light,468,True
jkp:profit_growth:fin,JKP,profit_growth,light,457,True
jkp:profit_growth:fra,JKP,profit_growth,light,468,True
jkp:profit_growth:gbr,JKP,profit_growth,light,480,True
jkp:profit_growth:grc,JKP,profit_growth,light,210,False
jkp:profit_growth:hkg,JKP,profit_growth,light,468,True
jkp:profit_growth:hrv,JKP,profit_growth,light,22,False
jkp:profit_growth:idn,JKP,profit_growth,light,418,True
jkp:profit_growth:ind,JKP,profit_growth,light,436,True
jkp:profit_growth:irl,JKP,profit_growth,light,425,True
jkp:profit_growth:isl,JKP,profit_growth,light,22,False
jkp:profit_growth:isr,JKP,profit_growth,light,359,False
jkp:profit_growth:ita,JKP,profit_growth,light,468,True
jkp:profit_growth:jam,JKP,profit_growth,light,1,False
jkp:profit_growth:jor,JKP,profit_growth,light,17,False
jkp:profit_growth:jpn,JKP,profit_growth,light,480,True
jkp:profit_growth:ken,JKP,profit_growth,light,8,False
jkp:profit_growth:kor,JKP,profit_growth,light,438,True
jkp:profit_growth:kwt,JKP,profit_growth,light,292,False
jkp:profit_growth:lka,JKP,profit_growth,light,3,False
jkp:profit_growth:lux,JKP,profit_growth,light,2,False
jkp:profit_growth:mar,JKP,profit_growth,light,244,False
jkp:profit_growth:mex,JKP,profit_growth,light,440,True
jkp:profit_growth:mys,JKP,profit_growth,light,464,True
jkp:profit_growth:nga,JKP,profit_growth,light,119,False
jkp:profit_growth:nld,JKP,profit_growth,light,468,True
jkp:profit_growth:nor,JKP,profit_growth,light,468,True
jkp:profit_growth:nzl,JKP,profit_growth,light,437,True
jkp:profit_growth:omn,JKP,profit_growth,light,25,False
jkp:profit_growth:pak,JKP,profit_growth,light,199,False
jkp:profit_growth:per,JKP,profit_growth,light,234,False
jkp:profit_growth:phl,JKP,profit_growth,light,251,False
jkp:profit_growth:pol,JKP,profit_growth,light,329,False
jkp:profit_growth:prt,JKP,profit_growth,light,373,True
jkp:profit_growth:qat,JKP,profit_growth,light,254,False
jkp:profit_growth:rou,JKP,profit_growth,light,36,False
jkp:profit_growth:rus,JKP,profit_growth,light,280,False
jkp:profit_growth:sau,JKP,profit_growth,light,290,False
jkp:profit_growth:sgp,JKP,profit_growth,light,468,True
jkp:profit_growth:svn,JKP,profit_growth,light,12,False
jkp:profit_growth:swe,JKP,profit_growth,light,468,True
jkp:profit_growth:tha,JKP,profit_growth,light,438,True
jkp:profit_growth:tto,JKP,profit_growth,light,25,False
jkp:profit_growth:tur,JKP,profit_growth,light,377,True
jkp:profit_growth:twn,JKP,profit_growth,light,443,True
jkp:profit_growth:ukr,JKP,profit_growth,light,21,False
jkp:profit_growth:usa,JKP,profit_growth,light,1188,True
jkp:profit_growth:ven,JKP,profit_growth,light,32,False
jkp:profit_growth:vnm,JKP,profit_growth,light,166,False
jkp:profit_growth:zaf,JKP,profit_growth,light,468,True
jkp:profit_growth:zwe,JKP,profit_growth,light,22,False
jkp:profitability:are,JKP,profitability,heavy,252,False
jkp:profitability:arg,JKP,profitability,heavy,187,False
jkp:profitability:aus,JKP,profitability,heavy,446,True
jkp:profitability:aut,JKP,profitability,heavy,428,True
jkp:profitability:bel,JKP,profitability,heavy,428,True
jkp:profitability:bgd,JKP,profitability,heavy,48,False
jkp:profitability:bhr,JKP,profitability,heavy,12,False
jkp:profitability:bra,JKP,profitability,heavy,268,False
jkp:profitability:can,JKP,profitability,heavy,526,True
jkp:profitability:che,JKP,profitability,heavy,431,True
jkp:profitability:chl,JKP,profitability,heavy,398,True
jkp:profitability:chn,JKP,profitability,heavy,354,False
jkp:profitability:col,JKP,profitability,heavy,251,False
jkp:profitability:cze,JKP,profitability,heavy,7,False
jkp:profitability:deu,JKP,profitability,heavy,440,True
jkp:profitability:dnk,JKP,profitability,heavy,440,True
jkp:profitability:egy,JKP,profitability,heavy,106,False
jkp:profitability:esp,JKP,profitability,heavy,442,True
jkp:profitability:fin,JKP,profitability,heavy,428,True
jkp:profitability:fra,JKP,profitability,heavy,440,True
jkp:profitability:gbr,JKP,profitability,heavy,480,True
jkp:profitability:grc,JKP,profitability,heavy,210,False
jkp:profitability:hkg,JKP,profitability,heavy,439,True
jkp:profitability:hrv,JKP,profitability,heavy,22,False
jkp:profitability:hun,JKP,profitability,heavy,1,False
jkp:profitability:idn,JKP,profitability,heavy,394,True
jkp:profitability:ind,JKP,profitability,heavy,339,False
jkp:profitability:irl,JKP,profitability,heavy,428,True
jkp:profitability:isl,JKP,profitability,heavy,22,False
jkp:profitability:isr,JKP,profitability,heavy,368,True
jkp:profitability:ita,JKP,profitability,heavy,440,True
jkp:profitability:jam,JKP,profitability,heavy,1,False
jkp:profitability:jor,JKP,profitability,heavy,17,False
jkp:profitability:jpn,JKP,profitability,heavy,480,True
jkp:profitability:ken,JKP,profitability,heavy,8,False
jkp:profitability:kor,JKP,profitability,heavy,380,True
jkp:profitability:kwt,JKP,profitability,heavy,296,False
jkp:profitability:lka,JKP,profitability,heavy,3,False
